age,job,marital,education_qual,call_type,day,mon,dur,num_calls,prev_outcome,y
38,services,married,secondary,cellular,13,may,262,1,failure,no
35,self-employed,single,tertiary,cellular,13,may,44,1,unknown,no
35,technician,married,secondary,cellular,13,may,156,1,failure,no
39,technician,married,secondary,cellular,13,may,166,1,failure,no
30,management,single,tertiary,cellular,13,may,76,3,unknown,no
33,blue-collar,single,secondary,cellular,13,may,298,1,unknown,no
37,blue-collar,married,secondary,cellular,13,may,466,1,unknown,no
51,blue-collar,divorced,primary,cellular,13,may,829,1,failure,yes
35,blue-collar,married,secondary,cellular,13,may,291,8,failure,no
35,blue-collar,married,secondary,cellular,13,may,484,3,other,no
26,admin.,single,secondary,cellular,13,may,204,3,unknown,no
57,blue-collar,married,primary,cellular,13,may,169,2,unknown,no
23,services,single,secondary,cellular,13,may,437,2,unknown,no
38,services,single,secondary,cellular,13,may,937,3,unknown,yes
35,admin.,single,tertiary,cellular,13,may,37,3,other,no
31,blue-collar,married,secondary,cellular,13,may,193,3,other,no
41,management,single,tertiary,cellular,13,may,204,2,unknown,no
43,blue-collar,divorced,secondary,cellular,13,may,163,2,failure,no
36,management,single,tertiary,cellular,13,may,159,2,failure,no
59,services,married,secondary,cellular,13,may,1970,3,unknown,yes
55,management,married,primary,cellular,13,may,358,2,failure,no
34,blue-collar,married,secondary,cellular,13,may,195,2,failure,no
44,management,divorced,tertiary,telephone,13,may,246,2,success,no
40,blue-collar,divorced,secondary,cellular,13,may,122,2,unknown,no
52,blue-collar,married,secondary,telephone,13,may,276,2,unknown,no
34,blue-collar,single,secondary,cellular,13,may,151,2,unknown,no
27,services,single,secondary,cellular,13,may,297,2,unknown,no
40,blue-collar,married,secondary,cellular,13,may,119,2,failure,no
33,entrepreneur,single,tertiary,cellular,13,may,172,3,other,no
44,blue-collar,married,tertiary,cellular,13,may,788,3,other,no
50,blue-collar,married,tertiary,cellular,13,may,187,3,unknown,no
33,management,divorced,tertiary,cellular,13,may,124,2,failure,no
39,blue-collar,single,primary,cellular,13,may,1975,5,unknown,yes
35,services,married,secondary,cellular,13,may,252,5,unknown,no
47,admin.,divorced,tertiary,cellular,13,may,85,2,failure,no
34,management,single,tertiary,cellular,13,may,248,2,unknown,no
35,blue-collar,married,secondary,cellular,13,may,199,3,unknown,no
29,entrepreneur,married,secondary,cellular,13,may,482,2,unknown,yes
37,services,single,tertiary,cellular,13,may,98,2,failure,no
51,blue-collar,divorced,secondary,cellular,13,may,107,7,other,no
22,management,single,tertiary,cellular,13,may,158,5,unknown,no
36,services,single,secondary,cellular,13,may,194,3,unknown,no
40,blue-collar,divorced,unknown,cellular,13,may,340,2,failure,no
33,blue-collar,married,secondary,cellular,13,may,88,2,unknown,no
37,blue-collar,married,secondary,cellular,13,may,323,3,failure,no
31,blue-collar,single,secondary,cellular,13,may,275,2,other,no
44,management,married,tertiary,cellular,13,may,177,3,other,no
29,blue-collar,married,primary,cellular,13,may,431,2,unknown,no
53,management,married,tertiary,cellular,13,may,53,3,failure,no
33,blue-collar,married,primary,cellular,13,may,396,2,failure,no
30,services,married,secondary,cellular,13,may,157,4,unknown,no
60,management,married,primary,cellular,13,may,65,2,unknown,no
41,services,married,secondary,cellular,13,may,954,2,success,yes
26,admin.,single,secondary,cellular,13,may,612,2,other,no
32,self-employed,married,secondary,cellular,13,may,251,2,unknown,no
38,management,married,tertiary,cellular,13,may,537,5,failure,no
57,management,divorced,tertiary,cellular,13,may,402,2,failure,no
27,blue-collar,single,primary,cellular,13,may,1119,2,unknown,yes
39,admin.,married,secondary,cellular,13,may,94,2,failure,no
37,management,single,secondary,cellular,13,may,499,3,unknown,no
47,admin.,married,secondary,cellular,13,may,197,2,other,no
44,technician,single,secondary,cellular,13,may,195,3,failure,no
25,blue-collar,single,primary,telephone,13,may,56,2,unknown,no
57,services,single,primary,telephone,13,may,65,2,unknown,no
43,blue-collar,married,primary,cellular,13,may,38,3,unknown,no
37,blue-collar,married,secondary,cellular,13,may,168,4,failure,no
45,blue-collar,married,secondary,cellular,13,may,154,2,failure,no
27,admin.,married,secondary,cellular,13,may,307,2,unknown,no
42,services,single,tertiary,cellular,13,may,45,4,unknown,no
45,management,married,tertiary,telephone,13,may,107,3,unknown,no
37,services,married,secondary,telephone,13,may,121,2,failure,no
42,blue-collar,married,secondary,cellular,13,may,318,3,failure,no
35,technician,married,secondary,cellular,13,may,255,2,failure,no
41,self-employed,married,secondary,cellular,13,may,174,2,unknown,no
53,admin.,married,primary,telephone,13,may,53,7,unknown,no
39,management,single,tertiary,cellular,13,may,196,2,failure,no
35,blue-collar,single,secondary,cellular,13,may,173,2,unknown,no
60,management,divorced,secondary,telephone,13,may,65,4,failure,no
47,blue-collar,married,primary,cellular,13,may,444,2,failure,no
32,blue-collar,married,secondary,cellular,13,may,308,3,other,no
46,blue-collar,married,primary,cellular,13,may,562,2,success,no
29,blue-collar,single,secondary,cellular,13,may,228,3,unknown,no
50,technician,divorced,secondary,cellular,13,may,698,2,failure,yes
49,services,married,secondary,cellular,13,may,272,4,failure,no
39,blue-collar,married,primary,cellular,13,may,220,4,other,no
35,services,single,secondary,cellular,13,may,419,2,unknown,no
34,blue-collar,married,primary,cellular,13,may,369,2,unknown,no
43,services,single,secondary,cellular,13,may,107,2,unknown,no
36,management,divorced,tertiary,cellular,13,may,62,3,unknown,no
31,admin.,single,secondary,cellular,13,may,65,2,other,no
58,management,married,tertiary,cellular,13,may,76,7,success,no
51,technician,married,secondary,cellular,13,may,805,2,unknown,no
51,blue-collar,married,secondary,telephone,13,may,97,5,unknown,no
36,blue-collar,married,secondary,cellular,13,may,777,2,unknown,no
57,blue-collar,married,secondary,cellular,13,may,378,2,failure,no
46,management,married,tertiary,cellular,13,may,185,2,failure,no
42,services,single,secondary,cellular,13,may,1805,4,unknown,no
41,services,divorced,secondary,cellular,13,may,139,2,unknown,no
42,management,divorced,tertiary,cellular,13,may,222,2,failure,no
34,management,single,tertiary,cellular,13,may,649,2,unknown,yes
31,services,single,secondary,cellular,13,may,168,2,unknown,no
35,blue-collar,married,primary,cellular,13,may,237,2,other,no
47,blue-collar,married,primary,cellular,13,may,141,2,unknown,no
39,blue-collar,married,secondary,cellular,13,may,135,3,unknown,no
43,management,married,tertiary,cellular,13,may,102,2,unknown,no
56,technician,married,unknown,cellular,13,may,65,2,failure,no
32,technician,single,secondary,cellular,13,may,80,2,other,no
46,services,divorced,secondary,cellular,13,may,281,3,unknown,no
36,services,married,secondary,cellular,13,may,36,2,unknown,no
47,blue-collar,divorced,primary,cellular,13,may,143,2,other,no
38,blue-collar,married,primary,telephone,13,may,212,3,unknown,no
34,blue-collar,married,secondary,telephone,13,may,259,3,unknown,no
31,services,married,secondary,cellular,13,may,221,2,unknown,no
35,unemployed,single,secondary,cellular,13,may,84,2,failure,no
42,management,married,tertiary,cellular,13,may,406,5,other,no
41,blue-collar,married,secondary,cellular,13,may,185,4,unknown,no
45,technician,divorced,secondary,cellular,13,may,155,2,failure,no
31,unemployed,married,tertiary,cellular,13,may,53,3,unknown,no
51,services,married,secondary,telephone,13,may,99,2,failure,no
34,blue-collar,single,secondary,cellular,13,may,254,2,failure,no
38,blue-collar,divorced,primary,cellular,13,may,531,2,unknown,yes
33,blue-collar,married,primary,cellular,13,may,217,2,unknown,no
51,blue-collar,married,primary,telephone,13,may,25,4,failure,no
38,technician,single,tertiary,cellular,13,may,253,3,unknown,no
40,blue-collar,married,primary,cellular,13,may,277,2,failure,no
36,blue-collar,married,primary,cellular,13,may,125,2,unknown,no
37,admin.,married,secondary,cellular,13,may,151,2,failure,no
30,blue-collar,single,primary,cellular,13,may,125,3,unknown,no
35,housemaid,single,secondary,cellular,13,may,97,5,unknown,no
52,management,divorced,secondary,cellular,13,may,449,6,unknown,no
34,blue-collar,married,secondary,cellular,13,may,16,2,unknown,no
45,admin.,married,secondary,cellular,13,may,134,2,unknown,no
35,blue-collar,married,secondary,cellular,13,may,265,2,unknown,no
36,blue-collar,married,primary,cellular,13,may,285,2,other,no
49,admin.,single,primary,cellular,13,may,32,5,unknown,no
42,blue-collar,married,primary,cellular,13,may,383,5,other,no
52,management,married,tertiary,telephone,13,may,179,3,other,no
55,retired,married,secondary,cellular,13,may,446,3,other,no
33,blue-collar,married,primary,cellular,13,may,136,5,unknown,no
44,admin.,divorced,tertiary,cellular,13,may,420,3,unknown,no
39,blue-collar,married,secondary,cellular,13,may,513,3,failure,no
40,management,married,tertiary,cellular,13,may,133,4,unknown,no
42,services,married,secondary,cellular,13,may,225,2,failure,no
32,blue-collar,married,secondary,cellular,13,may,240,3,failure,no
27,management,single,tertiary,cellular,13,may,204,3,unknown,no
35,blue-collar,married,primary,cellular,13,may,135,2,failure,no
47,blue-collar,married,unknown,cellular,13,may,245,4,unknown,no
30,technician,single,tertiary,cellular,13,may,119,3,unknown,no
29,services,divorced,secondary,cellular,13,may,1279,3,unknown,yes
29,services,married,secondary,telephone,13,may,38,3,unknown,no
48,technician,married,secondary,cellular,13,may,331,3,unknown,no
33,technician,married,secondary,cellular,13,may,771,2,other,no
32,services,married,tertiary,cellular,13,may,491,2,unknown,no
40,blue-collar,married,primary,cellular,13,may,873,3,failure,yes
32,technician,single,tertiary,cellular,13,may,440,2,unknown,yes
55,technician,married,tertiary,telephone,13,may,992,5,other,no
38,blue-collar,married,primary,telephone,13,may,689,2,unknown,yes
37,blue-collar,married,secondary,cellular,13,may,302,4,unknown,no
31,services,single,secondary,cellular,13,may,72,4,failure,no
44,services,married,secondary,cellular,13,may,324,3,unknown,no
53,technician,married,secondary,cellular,13,may,1130,2,unknown,yes
41,management,married,tertiary,cellular,13,may,310,2,unknown,no
52,entrepreneur,married,secondary,cellular,13,may,182,4,unknown,no
35,blue-collar,single,unknown,cellular,13,may,1309,2,unknown,no
38,unemployed,single,secondary,cellular,13,may,364,2,failure,no
49,entrepreneur,married,tertiary,cellular,13,may,36,9,failure,no
29,blue-collar,single,primary,cellular,13,may,426,3,other,no
35,technician,married,secondary,cellular,13,may,196,3,failure,no
33,technician,single,secondary,cellular,13,may,25,7,unknown,no
32,blue-collar,married,secondary,cellular,13,may,126,2,failure,no
39,management,single,tertiary,cellular,13,may,201,3,unknown,no
42,services,divorced,secondary,cellular,13,may,300,5,failure,no
35,services,divorced,secondary,telephone,13,may,630,3,failure,no
47,services,single,secondary,telephone,13,may,48,4,failure,no
45,admin.,married,secondary,cellular,13,may,189,3,unknown,no
30,management,single,tertiary,cellular,13,may,305,8,unknown,no
32,technician,married,tertiary,cellular,13,may,205,3,unknown,no
27,student,single,secondary,cellular,14,may,68,3,unknown,no
35,services,married,secondary,cellular,14,may,65,3,unknown,no
34,management,married,tertiary,cellular,14,may,115,3,unknown,no
32,services,single,secondary,cellular,14,may,247,2,unknown,no
51,entrepreneur,married,secondary,cellular,14,may,164,3,unknown,no
28,blue-collar,single,secondary,cellular,14,may,178,2,failure,no
26,services,single,tertiary,cellular,14,may,24,7,failure,no
29,admin.,single,secondary,cellular,14,may,9,6,unknown,no
38,management,divorced,tertiary,cellular,14,may,91,4,unknown,no
42,blue-collar,married,primary,telephone,14,may,36,6,unknown,no
31,management,married,tertiary,cellular,14,may,8,6,failure,no
37,services,married,secondary,cellular,14,may,33,3,unknown,no
37,blue-collar,married,secondary,cellular,14,may,121,2,unknown,no
28,blue-collar,married,primary,telephone,14,may,921,4,unknown,no
30,blue-collar,married,secondary,cellular,14,may,436,3,unknown,no
35,blue-collar,married,unknown,cellular,14,may,119,2,failure,no
35,blue-collar,single,primary,telephone,14,may,13,5,unknown,no
45,blue-collar,married,primary,cellular,14,may,16,7,unknown,no
40,blue-collar,single,primary,telephone,14,may,7,7,unknown,no
34,services,single,secondary,cellular,14,may,259,4,unknown,no
55,entrepreneur,divorced,tertiary,telephone,14,may,536,3,unknown,no
40,services,divorced,secondary,cellular,14,may,102,3,unknown,no
32,blue-collar,married,secondary,cellular,14,may,19,8,failure,no
33,management,married,secondary,cellular,14,may,152,2,other,no
56,blue-collar,married,secondary,cellular,14,may,113,2,unknown,no
30,blue-collar,single,secondary,cellular,14,may,14,3,other,no
34,technician,divorced,secondary,cellular,14,may,21,8,unknown,no
28,admin.,single,secondary,cellular,14,may,17,5,other,no
47,admin.,married,secondary,telephone,14,may,18,6,failure,no
46,blue-collar,married,secondary,cellular,14,may,13,7,other,no
45,blue-collar,single,secondary,cellular,14,may,17,7,other,no
42,blue-collar,married,primary,cellular,14,may,99,4,unknown,no
39,management,married,tertiary,cellular,14,may,11,15,failure,no
44,services,divorced,secondary,cellular,14,may,78,1,failure,no
31,management,married,secondary,cellular,14,may,164,1,unknown,no
49,services,married,tertiary,telephone,14,may,9,6,unknown,no
44,services,divorced,secondary,cellular,14,may,263,1,failure,no
56,blue-collar,married,secondary,cellular,14,may,465,3,unknown,no
43,blue-collar,married,secondary,cellular,14,may,94,1,unknown,no
36,admin.,divorced,secondary,cellular,14,may,722,2,success,yes
33,management,single,secondary,cellular,14,may,178,8,failure,no
49,technician,married,secondary,cellular,14,may,6,6,failure,no
43,blue-collar,single,secondary,cellular,14,may,33,6,unknown,no
33,admin.,married,secondary,cellular,14,may,222,1,unknown,no
34,blue-collar,married,secondary,cellular,14,may,325,1,failure,no
26,management,single,tertiary,cellular,14,may,974,2,unknown,yes
32,management,single,tertiary,cellular,14,may,925,1,unknown,no
43,management,married,tertiary,cellular,14,may,254,11,unknown,no
35,technician,married,tertiary,cellular,14,may,344,4,unknown,no
58,services,married,primary,cellular,14,may,467,1,unknown,yes
55,self-employed,married,secondary,telephone,14,may,9,5,other,no
33,admin.,single,secondary,cellular,14,may,15,11,failure,no
54,admin.,single,secondary,cellular,14,may,12,8,unknown,no
27,blue-collar,married,secondary,cellular,14,may,580,1,failure,no
36,blue-collar,married,unknown,cellular,14,may,42,7,unknown,no
35,blue-collar,married,secondary,cellular,14,may,186,1,unknown,no
33,management,single,tertiary,cellular,14,may,40,1,unknown,no
26,blue-collar,single,primary,cellular,14,may,720,1,failure,no
36,services,married,secondary,cellular,14,may,141,1,unknown,no
33,services,single,secondary,cellular,14,may,11,8,other,no
44,blue-collar,married,secondary,cellular,14,may,10,10,unknown,no
28,blue-collar,single,primary,cellular,14,may,533,1,other,yes
37,services,divorced,secondary,cellular,14,may,189,1,failure,no
37,technician,single,secondary,cellular,14,may,146,3,unknown,no
33,blue-collar,married,primary,cellular,14,may,21,2,unknown,no
31,services,married,secondary,cellular,14,may,365,1,failure,no
33,technician,single,secondary,cellular,14,may,895,3,unknown,no
41,blue-collar,married,unknown,cellular,14,may,91,1,unknown,no
39,technician,married,secondary,cellular,14,may,84,4,other,no
32,management,married,tertiary,cellular,14,may,166,1,unknown,no
31,blue-collar,single,secondary,cellular,14,may,182,1,unknown,no
32,services,single,secondary,cellular,14,may,46,1,unknown,no
32,technician,single,tertiary,cellular,14,may,638,1,success,no
48,blue-collar,divorced,secondary,cellular,14,may,127,1,unknown,no
39,blue-collar,single,secondary,cellular,14,may,306,1,unknown,no
52,management,married,secondary,cellular,14,may,161,1,failure,no
49,blue-collar,married,secondary,cellular,14,may,558,1,unknown,yes
32,admin.,single,secondary,cellular,14,may,119,1,failure,no
34,blue-collar,married,primary,cellular,14,may,61,6,unknown,no
32,services,single,unknown,cellular,14,may,362,1,failure,no
33,management,married,tertiary,cellular,14,may,83,2,unknown,no
35,blue-collar,divorced,secondary,cellular,14,may,151,2,failure,no
39,blue-collar,married,secondary,cellular,14,may,566,1,failure,no
33,blue-collar,married,secondary,cellular,14,may,141,1,unknown,no
31,admin.,single,secondary,cellular,14,may,291,1,other,no
28,admin.,married,secondary,cellular,14,may,287,1,unknown,no
29,admin.,single,secondary,cellular,14,may,244,1,failure,no
26,blue-collar,single,secondary,cellular,14,may,667,1,unknown,yes
38,services,married,secondary,cellular,14,may,715,1,unknown,yes
38,blue-collar,divorced,secondary,cellular,14,may,123,1,unknown,no
31,blue-collar,married,secondary,cellular,14,may,201,1,failure,no
31,blue-collar,single,tertiary,cellular,14,may,414,1,failure,no
28,student,single,tertiary,telephone,14,may,16,5,unknown,no
37,management,single,tertiary,cellular,14,may,212,1,unknown,no
31,blue-collar,married,primary,cellular,14,may,317,1,failure,no
44,blue-collar,married,secondary,cellular,14,may,86,2,failure,no
32,blue-collar,married,secondary,cellular,14,may,145,1,unknown,no
32,blue-collar,married,secondary,cellular,14,may,532,1,failure,no
52,admin.,divorced,secondary,cellular,14,may,248,1,unknown,no
47,admin.,divorced,secondary,cellular,14,may,158,1,unknown,no
46,technician,married,tertiary,cellular,14,may,141,1,other,no
41,blue-collar,married,secondary,cellular,14,may,161,3,unknown,no
30,student,single,tertiary,cellular,14,may,23,1,unknown,no
40,services,married,secondary,telephone,14,may,276,1,unknown,no
46,management,divorced,tertiary,cellular,14,may,201,1,other,no
44,management,married,unknown,telephone,14,may,7,7,unknown,no
36,management,married,tertiary,cellular,14,may,20,1,unknown,no
38,admin.,married,secondary,cellular,14,may,51,1,failure,no
35,blue-collar,married,primary,cellular,14,may,467,6,unknown,no
36,management,married,tertiary,cellular,14,may,603,1,unknown,no
28,services,married,primary,cellular,14,may,9,1,unknown,no
38,technician,single,tertiary,cellular,14,may,283,1,other,no
36,self-employed,married,tertiary,cellular,14,may,341,1,other,no
36,admin.,divorced,secondary,cellular,14,may,102,1,failure,no
49,blue-collar,married,tertiary,cellular,14,may,283,2,unknown,no
54,services,married,primary,cellular,14,may,143,1,unknown,no
44,admin.,divorced,secondary,cellular,14,may,717,1,unknown,yes
28,blue-collar,single,secondary,cellular,14,may,428,3,unknown,no
38,services,divorced,secondary,cellular,14,may,484,3,other,no
33,management,single,tertiary,cellular,14,may,338,1,other,no
43,blue-collar,divorced,secondary,cellular,14,may,149,3,unknown,no
43,blue-collar,married,secondary,cellular,14,may,73,1,failure,no
47,technician,married,secondary,cellular,14,may,94,1,unknown,no
43,blue-collar,single,secondary,cellular,14,may,260,1,unknown,no
38,management,single,tertiary,cellular,14,may,185,1,unknown,no
23,blue-collar,married,secondary,cellular,14,may,223,1,unknown,no
36,management,single,tertiary,cellular,14,may,76,1,unknown,no
56,blue-collar,married,primary,cellular,14,may,214,1,failure,no
49,management,married,tertiary,cellular,14,may,590,5,other,yes
40,retired,divorced,primary,cellular,14,may,103,2,unknown,no
26,admin.,single,secondary,cellular,14,may,451,1,failure,no
29,technician,single,secondary,cellular,14,may,273,3,unknown,no
31,self-employed,single,tertiary,cellular,14,may,745,1,failure,yes
55,blue-collar,divorced,primary,cellular,14,may,854,2,failure,yes
39,services,married,secondary,cellular,14,may,1166,1,other,no
48,blue-collar,married,secondary,cellular,14,may,105,1,unknown,no
34,blue-collar,married,secondary,cellular,14,may,8,7,unknown,no
44,admin.,single,secondary,cellular,14,may,7,5,failure,no
32,management,married,tertiary,cellular,14,may,646,5,unknown,yes
49,blue-collar,single,primary,telephone,14,may,162,2,unknown,no
37,technician,married,secondary,cellular,14,may,365,6,failure,no
37,admin.,divorced,secondary,cellular,14,may,17,7,unknown,no
40,unemployed,married,secondary,cellular,14,may,255,2,failure,no
40,technician,married,tertiary,cellular,14,may,377,4,other,no
43,management,married,primary,cellular,14,may,133,1,failure,no
37,admin.,single,secondary,cellular,14,may,165,1,unknown,no
35,services,married,secondary,cellular,14,may,345,1,unknown,yes
48,blue-collar,divorced,primary,cellular,14,may,263,1,unknown,no
35,admin.,married,secondary,cellular,14,may,125,1,failure,no
50,blue-collar,divorced,primary,cellular,14,may,67,1,unknown,no
31,services,married,secondary,cellular,14,may,411,2,unknown,no
35,management,single,tertiary,cellular,14,may,279,1,failure,no
35,blue-collar,single,secondary,cellular,14,may,456,1,failure,yes
33,blue-collar,married,secondary,cellular,14,may,112,2,unknown,no
35,services,single,secondary,cellular,14,may,152,1,unknown,no
31,admin.,married,secondary,cellular,14,may,680,1,success,yes
28,blue-collar,married,secondary,cellular,14,may,10,9,failure,no
39,technician,single,secondary,cellular,14,may,1180,1,unknown,yes
39,management,single,tertiary,cellular,14,may,14,8,unknown,no
48,admin.,divorced,unknown,cellular,14,may,243,1,unknown,no
29,admin.,married,secondary,cellular,14,may,535,1,failure,no
49,entrepreneur,divorced,secondary,cellular,14,may,12,7,unknown,no
29,blue-collar,single,unknown,telephone,14,may,188,1,failure,no
38,technician,single,secondary,cellular,14,may,498,1,success,no
53,services,divorced,primary,cellular,14,may,149,1,failure,no
28,services,married,secondary,telephone,14,may,62,7,unknown,no
50,blue-collar,married,secondary,cellular,14,may,877,2,failure,no
40,admin.,single,primary,cellular,14,may,204,1,unknown,no
48,admin.,divorced,secondary,cellular,14,may,210,2,failure,no
54,retired,married,secondary,cellular,14,may,155,1,failure,no
34,management,married,tertiary,cellular,14,may,159,1,other,no
28,admin.,divorced,secondary,cellular,14,may,578,1,unknown,yes
59,management,married,tertiary,cellular,14,may,303,1,unknown,no
31,blue-collar,single,secondary,cellular,14,may,258,1,success,no
55,management,married,primary,cellular,14,may,161,1,failure,no
26,admin.,single,secondary,cellular,14,may,786,1,unknown,yes
39,management,married,tertiary,cellular,14,may,633,1,other,yes
29,management,single,tertiary,cellular,14,may,107,4,failure,no
46,management,divorced,tertiary,cellular,14,may,57,4,unknown,no
48,blue-collar,married,primary,cellular,14,may,307,1,failure,yes
39,technician,single,secondary,cellular,14,may,64,2,unknown,no
42,blue-collar,single,primary,cellular,14,may,116,4,failure,no
35,blue-collar,married,primary,cellular,14,may,318,3,unknown,no
30,technician,married,secondary,cellular,14,may,47,3,unknown,no
23,admin.,single,secondary,cellular,14,may,183,3,unknown,no
37,blue-collar,married,unknown,cellular,14,may,343,2,unknown,no
25,student,single,secondary,telephone,14,may,230,4,failure,no
28,admin.,single,secondary,cellular,14,may,138,2,unknown,no
42,blue-collar,married,primary,cellular,14,may,11,5,unknown,no
28,blue-collar,married,primary,cellular,14,may,155,2,unknown,no
55,retired,married,secondary,cellular,14,may,47,1,failure,no
42,entrepreneur,married,secondary,cellular,14,may,201,2,failure,no
33,blue-collar,married,secondary,cellular,14,may,72,2,failure,no
39,management,married,tertiary,cellular,14,may,11,5,unknown,no
45,blue-collar,married,primary,telephone,14,may,289,3,unknown,no
43,technician,married,secondary,cellular,14,may,273,1,unknown,no
30,admin.,single,secondary,cellular,14,may,91,1,failure,no
40,blue-collar,married,primary,cellular,14,may,23,1,failure,no
28,technician,single,tertiary,cellular,14,may,43,1,other,no
43,management,married,tertiary,telephone,14,may,121,1,unknown,no
40,blue-collar,divorced,secondary,cellular,14,may,449,1,unknown,yes
50,management,married,secondary,cellular,14,may,8,5,unknown,no
30,blue-collar,married,secondary,cellular,14,may,524,1,failure,no
37,blue-collar,married,primary,telephone,14,may,13,5,unknown,no
48,management,divorced,tertiary,cellular,14,may,72,1,other,no
46,blue-collar,married,secondary,cellular,14,may,157,4,failure,no
60,blue-collar,married,secondary,cellular,14,may,112,1,failure,no
34,blue-collar,married,secondary,cellular,14,may,50,2,failure,no
43,entrepreneur,married,primary,cellular,14,may,42,1,unknown,no
41,blue-collar,single,secondary,cellular,14,may,35,1,other,no
33,blue-collar,single,secondary,cellular,14,may,123,1,other,no
43,technician,single,secondary,cellular,14,may,335,1,unknown,no
32,admin.,married,secondary,cellular,14,may,607,3,unknown,yes
30,blue-collar,married,secondary,cellular,14,may,255,1,other,no
34,blue-collar,single,secondary,cellular,14,may,334,2,unknown,no
55,retired,married,primary,cellular,14,may,104,1,unknown,no
29,management,married,secondary,cellular,14,may,1075,1,failure,yes
35,management,married,tertiary,cellular,14,may,235,1,other,no
40,blue-collar,married,primary,cellular,14,may,200,1,unknown,no
31,blue-collar,married,secondary,cellular,14,may,137,3,unknown,no
37,technician,divorced,secondary,cellular,14,may,64,3,failure,no
41,blue-collar,married,secondary,cellular,14,may,874,1,failure,yes
28,management,single,tertiary,cellular,14,may,433,1,unknown,no
31,management,married,tertiary,cellular,14,may,215,1,unknown,no
31,technician,single,secondary,cellular,14,may,287,1,failure,no
51,blue-collar,single,secondary,telephone,14,may,391,1,failure,no
46,housemaid,single,secondary,cellular,14,may,93,1,other,no
57,services,married,secondary,cellular,14,may,16,9,other,no
28,student,married,secondary,cellular,14,may,171,3,unknown,no
26,technician,single,tertiary,cellular,14,may,221,2,failure,no
47,admin.,married,secondary,cellular,14,may,225,1,failure,no
36,management,married,secondary,cellular,14,may,24,1,failure,no
28,admin.,married,secondary,cellular,14,may,523,2,unknown,no
32,blue-collar,married,secondary,cellular,14,may,298,1,unknown,no
38,services,single,primary,cellular,14,may,200,1,unknown,no
30,blue-collar,married,primary,telephone,14,may,93,1,unknown,no
33,technician,single,secondary,cellular,14,may,234,2,unknown,no
38,blue-collar,married,primary,cellular,14,may,797,2,unknown,no
36,technician,single,secondary,cellular,14,may,419,1,failure,no
30,blue-collar,single,secondary,cellular,14,may,87,1,other,no
53,services,single,secondary,cellular,14,may,83,1,unknown,no
42,entrepreneur,married,tertiary,cellular,14,may,135,1,failure,no
51,management,divorced,tertiary,cellular,14,may,97,1,unknown,no
39,admin.,divorced,secondary,cellular,14,may,128,1,unknown,no
45,entrepreneur,married,primary,cellular,14,may,586,1,failure,no
34,management,married,tertiary,cellular,14,may,492,1,failure,yes
29,admin.,married,tertiary,cellular,14,may,208,1,unknown,no
54,blue-collar,married,primary,cellular,14,may,240,1,unknown,no
27,blue-collar,married,secondary,cellular,14,may,1106,1,unknown,no
31,blue-collar,single,primary,cellular,14,may,703,4,unknown,no
43,technician,single,tertiary,telephone,14,may,151,2,other,no
39,blue-collar,married,secondary,cellular,14,may,506,1,unknown,no
39,blue-collar,married,secondary,cellular,14,may,282,1,failure,no
32,blue-collar,single,secondary,cellular,14,may,563,1,unknown,yes
23,blue-collar,single,secondary,cellular,14,may,377,1,unknown,no
42,blue-collar,single,primary,cellular,14,may,174,2,unknown,no
33,blue-collar,married,secondary,cellular,14,may,437,2,other,no
47,self-employed,married,tertiary,cellular,14,may,199,15,unknown,no
29,admin.,married,secondary,cellular,14,may,175,1,unknown,no
33,management,married,primary,cellular,14,may,386,3,unknown,no
42,self-employed,married,secondary,cellular,14,may,51,5,unknown,no
37,admin.,divorced,secondary,cellular,14,may,233,1,unknown,no
33,blue-collar,single,primary,cellular,14,may,74,1,failure,no
33,management,single,tertiary,cellular,14,may,111,1,failure,no
24,services,single,unknown,cellular,14,may,184,1,unknown,no
58,self-employed,married,secondary,cellular,14,may,168,2,unknown,no
25,services,single,secondary,cellular,14,may,156,1,unknown,no
33,technician,single,secondary,cellular,14,may,97,1,failure,no
31,technician,single,secondary,cellular,14,may,97,1,failure,no
37,services,divorced,secondary,cellular,14,may,160,1,unknown,no
39,services,single,secondary,cellular,14,may,149,1,unknown,no
34,admin.,married,primary,cellular,14,may,1020,1,unknown,yes
34,self-employed,single,tertiary,cellular,14,may,202,1,unknown,no
44,housemaid,married,primary,telephone,14,may,112,2,failure,no
53,management,married,tertiary,telephone,14,may,154,2,failure,no
24,blue-collar,married,primary,cellular,14,may,337,2,unknown,no
36,self-employed,divorced,tertiary,cellular,14,may,1723,1,success,yes
35,student,divorced,primary,cellular,14,may,177,2,other,no
33,services,single,secondary,cellular,14,may,95,2,unknown,no
43,blue-collar,married,primary,cellular,14,may,246,2,other,no
58,blue-collar,divorced,primary,cellular,14,may,294,2,unknown,no
52,management,divorced,tertiary,cellular,14,may,162,4,failure,no
29,admin.,divorced,secondary,cellular,14,may,406,2,unknown,yes
46,blue-collar,married,secondary,cellular,14,may,20,2,unknown,no
34,blue-collar,married,secondary,cellular,14,may,115,3,unknown,no
36,blue-collar,divorced,primary,cellular,14,may,543,2,unknown,no
35,blue-collar,married,primary,cellular,14,may,73,1,unknown,no
42,housemaid,single,primary,cellular,14,may,136,1,failure,no
39,blue-collar,single,secondary,cellular,14,may,9,10,other,no
